GeoType,GeogName,GeoID,Borough,Pop_1E,Pop_1M,Pop_1C,Pop_1P,Pop_1Z,MaleE,MaleM,MaleC,MaleP,MaleZ,FemE,FemM,FemC,FemP,FemZ,PopU5E,PopU5M,PopU5C,PopU5P,PopU5Z,Pop5t9E,Pop5t9M,Pop5t9C,Pop5t9P,Pop5t9Z,Pop10t14E,Pop10t14M,Pop10t14C,Pop10t14P,Pop10t14Z,Pop15t19E,Pop15t19M,Pop15t19C,Pop15t19P,Pop15t19Z,Pop20t24E,Pop20t24M,Pop20t24C,Pop20t24P,Pop20t24Z,Pop25t29E,Pop25t29M,Pop25t29C,Pop25t29P,Pop25t29Z,Pop30t34E,Pop30t34M,Pop30t34C,Pop30t34P,Pop30t34Z,Pop35t39E,Pop35t39M,Pop35t39C,Pop35t39P,Pop35t39Z,Pop40t44E,Pop40t44M,Pop40t44C,Pop40t44P,Pop40t44Z,Pop45t49E,Pop45t49M,Pop45t49C,Pop45t49P,Pop45t49Z,Pop50t54E,Pop50t54M,Pop50t54C,Pop50t54P,Pop50t54Z,Pop55t59E,Pop55t59M,Pop55t59C,Pop55t59P,Pop55t59Z,Pop60t64E,Pop60t64M,Pop60t64C,Pop60t64P,Pop60t64Z,Pop65t69E,Pop65t69M,Pop65t69C,Pop65t69P,Pop65t69Z,Pop70t74E,Pop70t74M,Pop70t74C,Pop70t74P,Pop70t74Z,Pop75t79E,Pop75t79M,Pop75t79C,Pop75t79P,Pop75t79Z,Pop80t84E,Pop80t84M,Pop80t84C,Pop80t84P,Pop80t84Z,Pop85plE,Pop85plM,Pop85plC,Pop85plP,Pop85plZ,PopU181E,PopU181M,PopU181C,PopU181P,PopU181Z,Pop65pl1E,Pop65pl1M,Pop65pl1C,Pop65pl1P,Pop65pl1Z,MdAgeE,MdAgeM,MdAgeC,MdAgeP,MdAgeZ,PopU18_2E,PopU18_2M,PopU18_2C,PopU18_2P,PopU18_2Z,PopU18ME,PopU18MM,PopU18MC,PopU18MP,PopU18MZ,PopU18FE,PopU18FM,PopU18FC,PopU18FP,PopU18FZ,Pop65pl2E,Pop65pl2M,Pop65pl2C,Pop65pl2P,Pop65pl2Z,Pop65plME,Pop65plMM,Pop65plMC,Pop65plMP,Pop65plMZ,Pop65plFE,Pop65plFM,Pop65plFC,Pop65plFP,Pop65plFZ,Pop_2E,Pop_2M,Pop_2C,Pop_2P,Pop_2Z,Hsp1E,Hsp1M,Hsp1C,Hsp1P,Hsp1Z,NHspE,NHspM,NHspC,NHspP,NHspZ,WtNHE,WtNHM,WtNHC,WtNHP,WtNHZ,BlNHE,BlNHM,BlNHC,BlNHP,BlNHZ,AIANNHE,AIANNHM,AIANNHC,AIANNHP,AIANNHZ,AsnNHE,AsnNHM,AsnNHC,AsnNHP,AsnNHZ,NHPINHE,NHPINHM,NHPINHC,NHPINHP,NHPINHZ,OthNHE,OthNHM,OthNHC,OthNHP,OthNHZ,Rc2plNHE,Rc2plNHM,Rc2plNHC,Rc2plNHP,Rc2plNHZ,Hsp2E,Hsp2M,Hsp2C,Hsp2P,Hsp2Z,HspMeE,HspMeM,HspMeC,HspMeP,HspMeZ,HspPRE,HspPRM,HspPRC,HspPRP,HspPRZ,HspCubE,HspCubM,HspCubC,HspCubP,HspCubZ,HspDomE,HspDomM,HspDomC,HspDomP,HspDomZ,HspCAmE,HspCAmM,HspCAmC,HspCAmP,HspCAmZ,HspCRE,HspCRM,HspCRC,HspCRP,HspCRZ,HspGuatmE,HspGuatmM,HspGuatmC,HspGuatmP,HspGuatmZ,HspHndE,HspHndM,HspHndC,HspHndP,HspHndZ,HspNicE,HspNicM,HspNicC,HspNicP,HspNicZ,HspPanE,HspPanM,HspPanC,HspPanP,HspPanZ,HspSalvE,HspSalvM,HspSalvC,HspSalvP,HspSalvZ,HspOCAmE,HspOCAmM,HspOCAmC,HspOCAmP,HspOCAmZ,HspSAmE,HspSAmM,HspSAmC,HspSAmP,HspSAmZ,HspArgE,HspArgM,HspArgC,HspArgP,HspArgZ,HspBolE,HspBolM,HspBolC,HspBolP,HspBolZ,HspChlE,HspChlM,HspChlC,HspChlP,HspChlZ,HspColE,HspColM,HspColC,HspColP,HspColZ,HspEcE,HspEcM,HspEcC,HspEcP,HspEcZ,HspPrgE,HspPrgM,HspPrgC,HspPrgP,HspPrgZ,HspPeruE,HspPeruM,HspPeruC,HspPeruP,HspPeruZ,HspUrgE,HspUrgM,HspUrgC,HspUrgP,HspUrgZ,HspVnzE,HspVnzM,HspVnzC,HspVnzP,HspVnzZ,HspOSAmE,HspOSAmM,HspOSAmC,HspOSAmP,HspOSAmZ,HspOthE,HspOthM,HspOthC,HspOthP,HspOthZ,HspSpnrdE,HspSpnrdM,HspSpnrdC,HspSpnrdP,HspSpnrdZ,HspSpnshE,HspSpnshM,HspSpnshC,HspSpnshP,HspSpnshZ,HspSpAmE,HspSpAmM,HspSpAmC,HspSpAmP,HspSpAmZ,HspAllOthE,HspAllOthM,HspAllOthC,HspAllOthP,HspAllOthZ,Asn1RcE,Asn1RcM,Asn1RcC,Asn1RcP,Asn1RcZ,AsnEastE,AsnEastM,AsnEastC,AsnEastP,AsnEastZ,AsnChiNoTE,AsnChiNoTM,AsnChiNoTC,AsnChiNoTP,AsnChiNoTZ,AsnJpnE,AsnJpnM,AsnJpnC,AsnJpnP,AsnJpnZ,AsnKorE,AsnKorM,AsnKorC,AsnKorP,AsnKorZ,AsnMgolE,AsnMgolM,AsnMgolC,AsnMgolP,AsnMgolZ,AsnOkinwE,AsnOkinwM,AsnOkinwC,AsnOkinwP,AsnOkinwZ,AsnTwnE,AsnTwnM,AsnTwnC,AsnTwnP,AsnTwnZ,AsnSouthE,AsnSouthM,AsnSouthC,AsnSouthP,AsnSouthZ,AsnIndE,AsnIndM,AsnIndC,AsnIndP,AsnIndZ,AsnBngE,AsnBngM,AsnBngC,AsnBngP,AsnBngZ,AsnBhutnE,AsnBhutnM,AsnBhutnC,AsnBhutnP,AsnBhutnZ,AsnNepalE,AsnNepalM,AsnNepalC,AsnNepalP,AsnNepalZ,AsnPakE,AsnPakM,AsnPakC,AsnPakP,AsnPakZ,AsnSriLE,AsnSriLM,AsnSriLC,AsnSriLP,AsnSriLZ,AsnSEastE,AsnSEastM,AsnSEastC,AsnSEastP,AsnSEastZ,AsnBurmE,AsnBurmM,AsnBurmC,AsnBurmP,AsnBurmZ,AsnCmbE,AsnCmbM,AsnCmbC,AsnCmbP,AsnCmbZ,AsnFlpE,AsnFlpM,AsnFlpC,AsnFlpP,AsnFlpZ,AsnHmngE,AsnHmngM,AsnHmngC,AsnHmngP,AsnHmngZ,AsnIndnsnE,AsnIndnsnM,AsnIndnsnC,AsnIndnsnP,AsnIndnsnZ,AsnLaoE,AsnLaoM,AsnLaoC,AsnLaoP,AsnLaoZ,AsnMalsnE,AsnMalsnM,AsnMalsnC,AsnMalsnP,AsnMalsnZ,AsnThaiE,AsnThaiM,AsnThaiC,AsnThaiP,AsnThaiZ,AsnVtnE,AsnVtnM,AsnVtnC,AsnVtnP,AsnVtnZ,AsnOAsnE,AsnOAsnM,AsnOAsnC,AsnOAsnP,AsnOAsnZ,Asn2plE,Asn2plM,Asn2plC,Asn2plP,Asn2plZ
PUMA2010,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA; New York",3710,Bronx,"158,185","3,195",1.2,100.0,,"79,007","2,051",1.6,49.9,0.8,"79,178","2,119",1.6,50.1,0.8,"12,110",911,4.6,7.7,0.5,"12,925",889,4.2,8.2,0.5,"11,759",680,3.5,7.4,0.4,"12,369",767,3.8,7.8,0.5,"13,977",940,4.1,8.8,0.6,"14,365",822,3.5,9.1,0.5,"13,222",846,3.9,8.4,0.5,"11,459",730,3.9,7.2,0.4,"8,645",627,4.4,5.5,0.4,"9,946",619,3.8,6.3,0.4,"9,713",670,4.2,6.1,0.4,"7,925",575,4.4,5.0,0.3,"5,862",563,5.8,3.7,0.4,"3,775",413,6.7,2.4,0.3,"3,695",424,7.0,2.3,0.3,"2,884",336,7.1,1.8,0.2,"1,805",263,8.9,1.1,0.2,"1,749",303,10.5,1.1,0.2,"44,113","1,765",2.4,27.9,0.8,"13,908",701,3.1,8.8,0.4,30.5,0.4,0.8,,,"44,113","1,765",2.4,100.0,,"23,442","1,092",2.8,53.1,1.3,"20,671","1,133",3.3,46.9,1.8,"13,908",701,3.1,100.0,,"5,016",419,5.1,36.1,2.4,"8,892",554,3.8,63.9,2.4,"158,185","3,195",1.2,100.0,,"105,715","2,961",1.7,66.8,1.4,"52,470","2,435",2.8,33.2,1.4,"3,195",548,10.4,2.0,0.3,"46,294","2,387",3.1,29.3,1.4,351,216,37.4,0.2,0.1,"1,151",417,22.0,0.7,0.3,252,200,48.2,0.2,0.1,502,208,25.2,0.3,0.1,725,256,21.5,0.5,0.2,"105,715","2,961",1.7,100.0,,"14,161","1,846",7.9,13.4,1.7,"42,062","1,951",2.8,39.8,1.5,554,271,29.7,0.5,0.3,"31,896","2,085",4.0,30.2,1.8,"8,537","1,284",9.1,8.1,1.2,17,30,107.3,0.0,0.0,"2,300",819,21.6,2.2,0.8,"4,236",964,13.8,4.0,0.9,342,220,39.1,0.3,0.2,178,118,40.3,0.2,0.1,"1,330",453,20.7,1.3,0.4,134,168,76.2,0.1,0.2,"5,634",819,8.8,5.3,0.8,65,89,83.2,0.1,0.1,23,34,89.9,0.0,0.0,219,325,90.2,0.2,0.3,423,172,24.7,0.4,0.2,"4,328",712,10.0,4.1,0.7,0,,,,,402,181,27.4,0.4,0.2,0,,,,,174,110,38.4,0.2,0.1,0,,,,,"2,871",410,8.7,2.7,0.4,246,168,41.5,0.2,0.2,54,48,54.0,0.1,0.0,21,42,121.6,0.0,0.0,"2,550",379,9.0,2.4,0.4,"1,248",412,20.1,100.0,,600,371,37.6,48.1,25.2,560,370,40.2,44.9,25.7,18,24,81.1,1.4,1.9,22,22,60.8,1.8,1.7,0,,,,,0,,,,,0,,,,,399,167,25.5,32.0,8.2,318,153,29.2,25.5,8.9,36,46,77.7,2.9,3.6,0,,,,,5,10,121.6,0.4,0.8,40,48,72.9,3.2,3.7,0,,,,,163,81,30.1,13.1,4.8,0,,,,,6,9,91.2,0.5,0.7,96,60,38.0,7.7,4.1,0,,,,,0,,,,,21,33,95.5,1.7,2.6,0,,,,,0,,,,,40,42,63.8,3.2,3.2,36,31,52.3,2.9,2.3,50,83,100.9,4.0,6.5
PUMA2010,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA; New York",3703,Bronx,"121,313","2,760",1.4,100.0,,"55,549","2,047",2.2,45.8,1.1,"65,764","1,750",1.6,54.2,1.1,"6,611",718,6.6,5.4,0.6,"6,522",830,7.7,5.4,0.6,"6,609",709,6.5,5.4,0.6,"6,441",640,6.0,5.3,0.5,"7,662",871,6.9,6.3,0.7,"7,869",920,7.1,6.5,0.7,"7,018",743,6.4,5.8,0.6,"7,947",798,6.1,6.6,0.6,"8,072",815,6.1,6.7,0.7,"8,141",739,5.5,6.7,0.6,"8,554",843,6.0,7.1,0.7,"7,383",771,6.3,6.1,0.6,"8,377",673,4.9,6.9,0.6,"6,678",751,6.8,5.5,0.6,"5,607",689,7.5,4.6,0.6,"4,598",603,8.0,3.8,0.5,"3,424",549,9.8,2.8,0.4,"3,800",500,8.0,3.1,0.4,"23,475","1,327",3.4,19.4,0.9,"24,107","1,147",2.9,19.9,1.1,42.6,1.1,1.6,,,"23,475","1,327",3.4,100.0,,"12,051","1,028",5.2,51.3,3.3,"11,424",803,4.3,48.7,2.0,"24,107","1,147",2.9,100.0,,"9,057",766,5.1,37.6,2.4,"15,050",870,3.5,62.4,2.4,"121,313","2,760",1.4,100.0,,"47,813","2,740",3.5,39.4,1.9,"73,500","2,477",2.0,60.6,1.9,"33,396","1,467",2.7,27.5,1.2,"33,749","2,244",4.0,27.8,1.9,216,198,55.7,0.2,0.2,"3,693",676,11.1,3.0,0.6,29,39,81.8,0.0,0.1,"1,252",825,40.1,1.0,0.7,"1,165",358,18.7,1.0,0.3,"47,813","2,740",3.5,100.0,,"1,066",397,22.6,2.2,0.8,"29,285","1,915",4.0,61.2,1.9,505,251,30.2,1.1,0.5,"10,271","1,927",11.4,21.5,3.8,"2,083",658,19.2,4.4,1.4,30,36,72.9,0.1,0.1,326,210,39.2,0.7,0.4,971,489,30.6,2.0,1.0,130,130,60.8,0.3,0.3,249,196,47.9,0.5,0.4,377,305,49.2,0.8,0.6,0,,,,,"2,868",666,14.1,6.0,1.3,274,176,39.0,0.6,0.4,108,121,68.1,0.2,0.3,65,52,48.6,0.1,0.1,525,288,33.3,1.1,0.6,"1,535",522,20.7,3.2,1.1,32,53,100.7,0.1,0.1,156,120,46.8,0.3,0.3,56,65,70.6,0.1,0.1,117,94,48.8,0.2,0.2,0,,,,,"1,735",567,19.9,3.6,1.2,227,114,30.5,0.5,0.2,241,203,51.2,0.5,0.4,0,,,,,"1,267",521,25.0,2.6,1.1,"3,921",732,11.3,100.0,,870,310,21.7,22.2,6.7,688,283,25.0,17.5,6.4,28,33,71.6,0.7,0.8,154,123,48.6,3.9,3.1,0,,,,,0,,,,,0,,,,,"1,014",419,25.1,25.9,9.5,710,337,28.9,18.1,7.9,226,232,62.4,5.8,5.8,0,,,,,0,,,,,78,92,71.7,2.0,2.3,0,,,,,"1,840",630,20.8,46.9,13.5,15,23,93.2,0.4,0.6,142,131,56.1,3.6,3.3,"1,276",542,25.8,32.5,12.4,0,,,,,13,21,98.2,0.3,0.5,0,,,,,0,,,,,71,91,77.9,1.8,2.3,323,277,52.1,8.2,6.9,0,,,,,197,155,47.8,5.0,3.8
PUMA2010,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA; New York",3704,Bronx,"129,333","2,683",1.3,100.0,,"62,549","1,706",1.7,48.4,0.8,"66,784","1,716",1.6,51.6,0.8,"7,997",703,5.3,6.2,0.5,"8,236",756,5.6,6.4,0.5,"7,522",725,5.9,5.8,0.5,"8,160",565,4.2,6.3,0.4,"8,012",625,4.7,6.2,0.5,"11,256",767,4.1,8.7,0.6,"9,633",637,4.0,7.4,0.5,"8,811",606,4.2,6.8,0.4,"9,435",672,4.3,7.3,0.5,"7,986",629,4.8,6.2,0.5,"8,706",622,4.3,6.7,0.5,"8,042",633,4.8,6.2,0.5,"6,928",552,4.8,5.4,0.4,"5,692",461,4.9,4.4,0.3,"3,752",351,5.7,2.9,0.3,"3,335",348,6.3,2.6,0.3,"2,796",314,6.8,2.2,0.2,"3,034",319,6.4,2.3,0.3,"28,883","1,631",3.4,22.3,1.0,"18,609",844,2.8,14.4,0.7,37.0,0.8,1.3,,,"28,883","1,631",3.4,100.0,,"15,148",991,4.0,52.4,1.7,"13,735",946,4.2,47.6,1.9,"18,609",844,2.8,100.0,,"7,573",526,4.2,40.7,1.9,"11,036",582,3.2,59.3,1.9,"129,333","2,683",1.3,100.0,,"60,748","2,396",2.4,47.0,1.3,"68,585","1,905",1.7,53.0,1.3,"28,102","1,417",3.1,21.7,1.0,"27,656","1,492",3.3,21.4,1.1,189,132,42.5,0.1,0.1,"10,089",955,5.8,7.8,0.7,17,31,110.9,0.0,0.1,913,349,23.2,0.7,0.3,"1,619",452,17.0,1.3,0.3,"60,748","2,396",2.4,100.0,,"8,549","1,273",9.1,14.1,2.0,"26,036","1,781",4.2,42.9,2.4,819,347,25.8,1.3,0.6,"17,766","1,742",6.0,29.2,2.6,"2,685",700,15.8,4.4,1.1,327,210,39.0,0.5,0.3,611,300,29.8,1.0,0.5,"1,051",425,24.6,1.7,0.7,292,203,42.3,0.5,0.3,167,106,38.6,0.3,0.2,237,138,35.4,0.4,0.2,0,,,,,"3,290",678,12.5,5.4,1.1,90,68,45.9,0.1,0.1,33,43,79.2,0.1,0.1,34,34,60.8,0.1,0.1,390,147,22.9,0.6,0.2,"2,092",557,16.2,3.4,0.9,31,51,100.0,0.1,0.1,502,252,30.5,0.8,0.4,3,6,121.6,0.0,0.0,110,78,43.1,0.2,0.1,5,8,97.3,0.0,0.0,"1,603",329,12.5,2.6,0.5,302,133,26.8,0.5,0.2,88,61,42.1,0.1,0.1,0,,,,,"1,213",301,15.1,2.0,0.5,"10,344",960,5.6,100.0,,"1,992",509,15.5,19.3,4.6,"1,621",407,15.3,15.7,3.7,24,24,60.8,0.2,0.2,328,304,56.3,3.2,2.9,0,,,,,0,,,,,19,25,80.0,0.2,0.2,"4,628",749,9.8,44.7,5.9,"2,433",412,10.3,23.5,3.3,"1,006",416,25.1,9.7,3.9,0,,,,,219,292,81.1,2.1,2.8,963,365,23.0,9.3,3.4,7,14,121.6,0.1,0.1,"3,376",596,10.7,32.6,4.9,7,11,95.5,0.1,0.1,441,262,36.1,4.3,2.5,"1,635",410,15.2,15.8,3.7,0,,,,,24,29,73.5,0.2,0.3,0,,,,,0,,,,,76,86,68.8,0.7,0.8,"1,193",332,16.9,11.5,3.0,162,140,52.5,1.6,1.3,186,108,35.3,1.8,1.0
PUMA2010,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA; New York",3702,Bronx,"148,712","2,449",1.0,100.0,,"67,220","1,879",1.7,45.2,0.9,"81,492","1,667",1.2,54.8,0.9,"9,462",848,5.4,6.4,0.5,"8,531",633,4.5,5.7,0.4,"9,349",713,4.6,6.3,0.5,"9,813",663,4.1,6.6,0.5,"12,189",792,3.9,8.2,0.5,"12,332",954,4.7,8.3,0.6,"9,375",702,4.6,6.3,0.5,"8,956",610,4.1,6.0,0.4,"9,428",723,4.7,6.3,0.5,"10,568",672,3.9,7.1,0.4,"10,485",697,4.0,7.1,0.5,"9,863",709,4.4,6.6,0.5,"8,749",643,4.5,5.9,0.4,"6,299",532,5.1,4.2,0.4,"4,584",416,5.5,3.1,0.3,"4,025",457,6.9,2.7,0.3,"2,436",362,9.0,1.6,0.2,"2,268",288,7.7,1.5,0.2,"33,222","1,449",2.7,22.3,0.8,"19,612",914,2.8,13.2,0.6,36.7,0.9,1.5,,,"33,222","1,449",2.7,100.0,,"16,488",848,3.1,49.6,1.4,"16,734","1,090",4.0,50.4,2.4,"19,612",914,2.8,100.0,,"7,967",592,4.5,40.6,1.8,"11,645",525,2.7,59.4,1.8,"148,712","2,449",1.0,100.0,,"34,809","1,967",3.4,23.4,1.3,"113,903","2,806",1.5,76.6,1.3,"9,393",772,5.0,6.3,0.5,"96,302","2,674",1.7,64.8,1.3,459,316,41.9,0.3,0.2,"4,665","1,152",15.0,3.1,0.8,27,43,96.8,0.0,0.1,"1,168",386,20.1,0.8,0.3,"1,889",512,16.5,1.3,0.3,"34,809","1,967",3.4,100.0,,"3,371","1,001",18.1,9.7,2.8,"14,702","1,335",5.5,42.2,3.0,661,281,25.8,1.9,0.8,"10,678","1,254",7.1,30.7,3.2,"2,391",735,18.7,6.9,2.1,0,,,,,211,118,34.0,0.6,0.3,972,479,30.0,2.8,1.4,844,523,37.7,2.4,1.5,149,175,71.4,0.4,0.5,215,186,52.6,0.6,0.5,0,,,,,"1,848",527,17.3,5.3,1.5,20,32,97.3,0.1,0.1,0,,,,,89,110,75.1,0.3,0.3,186,131,42.8,0.5,0.4,"1,302",507,23.7,3.7,1.4,12,19,96.3,0.0,0.1,157,113,43.8,0.5,0.3,0,,,,,43,42,59.4,0.1,0.1,39,44,68.6,0.1,0.1,"1,158",431,22.6,3.3,1.2,81,70,52.5,0.2,0.2,174,251,87.7,0.5,0.7,0,,,,,903,346,23.3,2.6,1.0,"4,710","1,152",14.9,100.0,,418,183,26.6,8.9,3.2,314,174,33.7,6.7,3.3,41,32,47.4,0.9,0.6,63,46,44.4,1.3,0.9,0,,,,,0,,,,,0,,,,,"2,846",672,14.4,60.4,20.5,"2,325",615,16.1,49.4,5.0,281,220,47.6,6.0,4.4,8,20,152.0,0.2,0.4,8,17,129.2,0.2,0.4,128,97,46.1,2.7,1.9,96,123,77.9,2.0,2.6,"1,422",976,41.7,30.2,19.4,0,,,,,"1,006",953,57.6,21.4,19.5,385,208,32.8,8.2,3.9,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,31,30,58.8,0.7,0.6,10,18,109.4,0.2,0.4,14,19,82.5,0.3,0.4
PUMA2010,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA; New York",3705,Bronx,"171,832","2,991",1.1,100.0,,"79,424","2,102",1.6,46.2,0.7,"92,408","1,743",1.1,53.8,0.7,"14,690","1,021",4.2,8.5,0.5,"13,005",853,4.0,7.6,0.5,"13,200",819,3.8,7.7,0.5,"14,348",808,3.4,8.4,0.5,"15,751",973,3.8,9.2,0.5,"15,682",985,3.8,9.1,0.6,"11,861",771,4.0,6.9,0.4,"10,366",797,4.7,6.0,0.5,"9,517",690,4.4,5.5,0.4,"10,108",735,4.4,5.9,0.4,"10,128",780,4.7,5.9,0.4,"9,647",699,4.4,5.6,0.4,"7,457",653,5.3,4.3,0.4,"5,698",508,5.4,3.3,0.3,"4,042",438,6.6,2.4,0.3,"3,064",368,7.3,1.8,0.2,"1,681",253,9.2,1.0,0.1,"1,587",269,10.3,0.9,0.2,"48,759","1,623",2.0,28.4,0.8,"16,072",665,2.5,9.4,0.4,29.7,0.5,1.0,,,"48,759","1,623",2.0,100.0,,"24,255","1,216",3.0,49.7,1.9,"24,504","1,054",2.6,50.3,1.4,"16,072",665,2.5,100.0,,"6,291",507,4.9,39.1,2.4,"9,781",513,3.2,60.9,2.4,"171,832","2,991",1.1,100.0,,"108,391","2,972",1.7,63.1,1.2,"63,441","2,264",2.2,36.9,1.2,"6,900",627,5.5,4.0,0.4,"52,686","2,144",2.5,30.7,1.2,190,212,67.8,0.1,0.1,"1,730",423,14.9,1.0,0.2,69,114,100.4,0.0,0.1,396,168,25.8,0.2,0.1,"1,470",406,16.8,0.9,0.2,"108,391","2,972",1.7,100.0,,"8,823","1,701",11.7,8.1,1.6,"40,219","2,351",3.6,37.1,1.9,"1,204",401,20.2,1.1,0.4,"44,130","2,442",3.4,40.7,2.0,"7,883","1,209",9.3,7.3,1.1,41,51,75.6,0.0,0.0,"1,099",381,21.1,1.0,0.4,"4,455",939,12.8,4.1,0.9,459,260,34.4,0.4,0.2,378,241,38.8,0.3,0.2,"1,451",563,23.6,1.3,0.5,0,,,,,"3,445",633,11.2,3.2,0.6,137,86,38.2,0.1,0.1,12,29,146.9,0.0,0.0,32,36,68.4,0.0,0.0,515,197,23.3,0.5,0.2,"2,273",587,15.7,2.1,0.5,0,,,,,87,55,38.4,0.1,0.1,100,144,87.5,0.1,0.1,289,235,49.4,0.3,0.2,0,,,,,"2,687",492,11.1,2.5,0.4,71,40,34.2,0.1,0.0,262,202,46.9,0.2,0.2,0,,,,,"2,354",454,11.7,2.2,0.4,"1,801",432,14.6,100.0,,589,212,21.9,32.7,8.8,449,204,27.6,24.9,9.6,38,26,41.6,2.1,1.4,102,52,31.0,5.7,2.5,0,,,,,0,,,,,0,,,,,696,415,36.3,38.6,21.1,461,317,41.8,25.6,16.5,203,265,79.4,11.3,14.5,0,,,,,0,,,,,32,40,76.0,1.8,2.2,0,,,,,411,169,25.1,22.8,7.7,0,,,,,42,54,78.2,2.3,2.9,177,89,30.6,9.8,4.3,0,,,,,0,,,,,57,83,88.5,3.2,4.5,0,,,,,53,64,73.4,2.9,3.5,82,83,61.5,4.6,4.5,91,84,56.1,5.1,4.5,14,19,82.5,0.8,1.0
PUMA2010,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA; New York",3708,Bronx,"142,071","2,558",1.1,100.0,,"65,839","1,708",1.6,46.3,0.8,"76,232","1,667",1.3,53.7,0.8,"9,567",592,3.8,6.7,0.4,"11,041",675,3.7,7.8,0.4,"11,362",908,4.9,8.0,0.6,"10,737",753,4.3,7.6,0.5,"11,586",712,3.7,8.2,0.5,"11,273",879,4.7,7.9,0.6,"10,681",807,4.6,7.5,0.6,"9,086",752,5.0,6.4,0.5,"9,670",728,4.6,6.8,0.5,"8,958",654,4.4,6.3,0.4,"9,235",722,4.8,6.5,0.5,"8,249",624,4.6,5.8,0.5,"6,580",521,4.8,4.6,0.4,"4,650",486,6.3,3.3,0.3,"3,795",432,6.9,2.7,0.3,"2,364",350,9.0,1.7,0.2,"1,507",271,10.9,1.1,0.2,"1,730",297,10.4,1.2,0.2,"38,740","1,416",2.2,27.3,0.8,"14,046",664,2.9,9.9,0.5,32.6,0.5,0.9,,,"38,740","1,416",2.2,100.0,,"18,651",951,3.1,48.1,1.7,"20,089",973,2.9,51.9,1.6,"14,046",664,2.9,100.0,,"5,131",425,5.0,36.5,2.5,"8,915",547,3.7,63.5,2.5,"142,071","2,558",1.1,100.0,,"93,319","3,236",2.1,65.7,1.7,"48,752","2,391",3.0,34.3,1.7,"2,776",536,11.7,2.0,0.4,"41,186","2,055",3.0,29.0,1.5,735,487,40.3,0.5,0.3,"1,904",413,13.2,1.3,0.3,0,,,,,761,330,26.4,0.5,0.2,"1,390",478,20.9,1.0,0.3,"93,319","3,236",2.1,100.0,,"9,931","1,775",10.9,10.6,1.9,"18,762","1,856",6.0,20.1,1.9,680,261,23.3,0.7,0.3,"52,965","3,002",3.4,56.8,2.5,"5,478","1,124",12.5,5.9,1.2,107,131,74.4,0.1,0.1,490,348,43.2,0.5,0.4,"2,517",703,17.0,2.7,0.7,577,514,54.2,0.6,0.6,471,314,40.5,0.5,0.3,"1,316",606,28.0,1.4,0.6,0,,,,,"3,485",767,13.4,3.7,0.8,82,77,57.1,0.1,0.1,0,,,,,21,25,72.4,0.0,0.0,625,366,35.6,0.7,0.4,"2,196",621,17.2,2.4,0.7,10,15,91.2,0.0,0.0,264,143,32.9,0.3,0.2,0,,,,,229,201,53.4,0.2,0.2,58,70,73.4,0.1,0.1,"2,018",422,12.7,2.2,0.4,131,98,45.5,0.1,0.1,117,97,50.4,0.1,0.1,12,19,96.3,0.0,0.0,"1,758",404,14.0,1.9,0.4,"2,010",406,12.3,100.0,,466,176,23.0,23.2,7.4,296,132,27.1,14.7,5.9,43,66,93.3,2.1,3.3,116,93,48.7,5.8,4.5,0,,,,,0,,,,,11,23,127.1,0.5,1.1,"1,165",352,18.4,58.0,13.1,508,247,29.6,25.3,11.2,616,247,24.4,30.6,10.6,0,,,,,0,,,,,41,47,69.7,2.0,2.3,0,,,,,268,210,47.6,13.3,10.1,0,,,,,0,,,,,122,148,73.7,6.1,7.3,0,,,,,0,,,,,0,,,,,0,,,,,85,114,81.5,4.2,5.6,61,96,95.7,3.0,4.7,49,57,70.7,2.4,2.8,62,46,45.1,3.1,2.2
